        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [?C] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Memory Usage (Dedicated) [MB] , Memory Usage (Dynamic) [MB] , PerfCap Reason [] , VDDC [V] 
25-02-18 8:57:31 AM,885.5,405,40,0,0,0,0,4,0,3,0.631
25-02-18 8:57:32 AM,139,405,40,0,0,0,0,4,0,3,0.631
25-02-18 8:57:35 AM,139,202.5,40,0,0,0,1,0,0,16,0.625
25-02-18 8:57:38 AM,139,202.5,40,0,0,0,0,3,0,1,0.625
25-02-18 8:57:41 AM,139,202.5,41,0,0,0,0,0,0,16,0.625
25-02-18 8:57:44 AM,189.5,202.5,41,0,0,0,0,1,0,16,0.625
25-02-18 8:57:44 AM,189.5,202.5,41,3,0,0,1,4,0,16,0.625
25-02-18 8:57:50 AM,139,202.5,41,0,0,0,1,0,0,16,0.625
25-02-18 8:57:58 AM,139,202.5,41,0,0,0,1,0,0,1,0.625
25-02-18 8:58:07 AM,139,202.5,42,0,0,0,1,0,0,16,0.625
25-02-18 8:58:12 AM,139,202.5,42,0,0,0,1,0,0,1,0.625
25-02-18 8:58:13 AM,139,202.5,42,0,0,0,0,4,0,16,0.625
25-02-18 8:58:15 AM,139,202.5,42,0,0,0,0,0,0,16,0.625
25-02-18 8:58:18 AM,139,202.5,42,0,0,0,0,2,0,16,0.625
25-02-18 8:58:20 AM,139,202.5,42,0,0,0,0,0,0,16,0.625
25-02-18 8:58:22 AM,139,202.5,42,0,0,0,0,0,0,1,0.625
25-02-18 8:58:26 AM,164.5,202.5,43,0,0,0,0,1,0,16,0.625
25-02-18 8:58:31 AM,139,202.5,43,0,0,0,1,1,0,16,0.625
25-02-18 8:58:46 AM,139,202.5,43,0,0,0,1,0,0,1,0.625
25-02-18 8:59:00 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 8:59:02 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 8:59:04 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 8:59:11 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 8:59:14 AM,139,202.5,44,0,0,0,0,1,0,16,0.625
25-02-18 8:59:15 AM,607.5,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 8:59:17 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 8:59:19 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 8:59:22 AM,139,202.5,45,0,0,0,0,4,0,1,0.625
25-02-18 8:59:24 AM,139,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 8:59:27 AM,139,202.5,45,0,0,0,0,2,0,1,0.625
25-02-18 8:59:30 AM,139,202.5,45,0,0,0,0,3,0,16,0.625
25-02-18 8:59:33 AM,139,202.5,45,0,0,0,0,2,0,16,0.625
25-02-18 8:59:39 AM,139,202.5,45,0,0,0,1,0,0,1,0.625
25-02-18 8:59:43 AM,164.5,202.5,45,0,0,0,0,4,0,16,0.625
25-02-18 8:59:45 AM,139,202.5,46,0,0,0,0,0,0,16,0.625
25-02-18 8:59:48 AM,139,202.5,45,0,0,0,0,0,0,1,0.625
25-02-18 8:59:52 AM,139,202.5,46,0,0,0,0,0,0,16,0.625
25-02-18 8:59:53 AM,139,202.5,46,0,0,0,0,4,0,16,0.625
25-02-18 8:59:58 AM,139,202.5,46,0,0,0,1,1,0,1,0.625
25-02-18 9:00:02 AM,139,202.5,46,0,                        -   ,                   -   ,                    -   ,0,0,0,0.625
25-02-18 9:00:02 AM,139,202.5,46,0,0,0,1,0,0,1,0.625
25-02-18 9:00:12 AM,139,202.5,46,0,0,0,1,0,0,1,0.625
25-02-18 9:00:13 AM,139,202.5,46,0,0,0,0,2,0,16,0.625
25-02-18 9:00:18 AM,139,202.5,46,0,0,0,1,0,0,1,0.625
25-02-18 9:00:21 AM,607.5,202.5,47,0,0,0,0,1,0,16,0.625
25-02-18 9:00:30 AM,139,202.5,47,0,0,0,0,0,0,1,0.625
25-02-18 9:00:32 AM,139,202.5,47,0,0,0,0,0,0,16,0.625
25-02-18 9:00:35 AM,139,202.5,47,0,0,0,0,2,0,1,0.625
25-02-18 9:00:38 AM,139,202.5,47,0,0,0,0,4,0,16,0.625
25-02-18 9:00:40 AM,139,202.5,47,0,0,0,1,0,0,1,0.625
25-02-18 9:00:42 AM,139,202.5,47,0,0,0,0,0,0,16,0.625
25-02-18 9:00:43 AM,607.5,202.5,47,0,0,0,0,4,0,16,0.625
25-02-18 9:00:45 AM,139,202.5,47,0,0,0,0,0,0,1,0.625
25-02-18 9:00:48 AM,139,202.5,47,0,0,0,1,0,0,1,0.625
25-02-18 9:00:50 AM,139,202.5,47,0,0,0,0,0,0,16,0.625
25-02-18 9:00:54 AM,139,202.5,47,0,0,0,0,0,0,16,0.625
25-02-18 9:00:55 AM,607.5,202.5,48,0,0,0,0,1,0,16,0.625
25-02-18 9:00:59 AM,139,202.5,48,0,0,0,0,0,0,16,0.625
25-02-18 9:01:04 AM,139,202.5,48,0,0,0,0,0,0,1,0.625
25-02-18 9:01:08 AM,139,202.5,48,0,0,0,0,0,0,0,0.625
25-02-18 9:01:08 AM,139,202.5,48,0,0,0,0,2,0,16,0.625
25-02-18 9:01:11 AM,139,202.5,48,0,0,0,1,0,0,1,0.625
25-02-18 9:03:21 AM,139,405,46,0,0,0,0,4,0,3,0.625
25-02-18 9:03:22 AM,316,405,46,0,0,0,0,4,0,3,0.625
25-02-18 9:03:25 AM,607.5,202.5,47,0,0,0,0,1,0,16,0.625
25-02-18 9:03:29 AM,139,202.5,46,0,0,0,1,0,0,1,0.625
25-02-18 9:03:40 AM,139,202.5,47,0,0,0,1,0,0,16,0.625
25-02-18 9:03:49 AM,350,1200,54,0,0,168,,,,,
25-02-18 9:03:50 AM,350,1200,51,0,0,168,,,,,
25-02-18 9:03:51 AM,350,1200,50,0,0,168,,,,,
25-02-18 9:03:52 AM,350,1200,50,0.1,1,168,,,,,
25-02-18 9:03:57 AM,1063,405,47,1,0,0,0,4,0,3,0.643
25-02-18 9:03:58 AM,202.5,405,47,0,0,0,0,4,0,3,0.625
25-02-18 9:03:59 AM,139,405,47,0,0,0,0,4,0,3,0.625
25-02-18 9:04:16 AM,1177,1499.8,47,0,0,83,0,0,0,3,0.662
25-02-18 9:04:16 AM,1177,1499.8,46,0,0,83,0,0,0,3,0.662
25-02-18 9:04:17 AM,1177,1499.8,47,0,0,0,0,0,0,3,0.662
25-02-18 9:04:18 AM,1177,1499.8,47,0,0,0,0,0,0,3,0.662
25-02-18 9:04:19 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:20 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:21 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:22 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:23 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:24 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:25 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:26 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:37 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:38 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:39 AM,1063,1499.8,47,0,0,0,0,0,0,3,0.65
25-02-18 9:04:43 AM,139,202.5,47,0,0,0,0,0,0,16,0.625
25-02-18 9:05:02 AM,139,202.5,46,0,0,0,1,0,0,16,0.625
25-02-18 9:05:03 AM,607.5,202.5,46,0,0,0,0,0,0,16,0.625
25-02-18 9:05:23 AM,139,202.5,45,0,0,0,1,0,0,1,0.625
25-02-18 9:05:31 AM,139,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 9:05:35 AM,139,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 9:05:41 AM,139,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 9:05:44 AM,139,202.5,45,0,0,0,0,0,0,1,0.625
25-02-18 9:05:47 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:05:48 AM,151.5,202.5,45,3,0,0,1,0,0,16,0.625
25-02-18 9:05:53 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:06:10 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:06:11 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:06:18 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:06:23 AM,139,202.5,45,0,0,0,1,0,0,1,0.625
25-02-18 9:06:31 AM,139,202.5,45,0,0,0,1,0,0,16,0.625
25-02-18 9:06:38 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:06:45 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:06:45 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:06:52 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:06:53 AM,139,202.5,44,3,0,0,1,0,0,16,0.625
25-02-18 9:07:01 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:01 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:10 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:07:10 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:16 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:17 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:17 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:23 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:30 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:07:36 AM,151.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:36 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:07:41 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:44 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:07:47 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:51 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:07:53 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:08:00 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:05 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:08:11 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:08:14 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:08:17 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:08:21 AM,151.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:22 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:27 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:08:27 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:08:28 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:08:36 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:08:41 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:44 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:08:46 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:51 AM,139,202.5,44,          -   ,                        -   ,                   -   ,                    -   ,0,0,0,0.625
25-02-18 9:08:52 AM,164.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:08:56 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:09:00 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:09:08 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:11 AM,177,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:18 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:09:19 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:21 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:27 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:31 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:33 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:34 AM,177,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:36 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:38 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:41 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:46 AM,151.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:51 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:53 AM,139,202.5,44,          -   ,                        -   ,                   -   ,                    -   ,0,0,0,0.625
25-02-18 9:09:54 AM,189.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:09:57 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:01 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:19 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:10:21 AM,164.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:28 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:10:29 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:31 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:10:33 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:10:35 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:36 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:38 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:10:40 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:48 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:10:51 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:06 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:11 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:11:15 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:11:21 AM,164.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:24 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:11:27 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:11:34 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:36 AM,164.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:39 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:45 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:47 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:11:49 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:51 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:53 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:11:56 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:11:58 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:12:00 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:02 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:04 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:12:06 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:08 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:10 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:12:12 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:14 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:16 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:12:19 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:22 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:27 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:12:32 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:12:37 AM,139,202.5,44,0,0,0,1,0,0,0,0.625
25-02-18 9:12:38 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:12:42 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:12:47 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:12:51 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:12:54 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:12:56 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:12:58 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:01 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:13:04 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:06 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:13:09 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:11 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:13:16 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:13:21 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:13:26 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:13:34 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:13:41 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:45 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:49 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:50 AM,164.5,1499.8,44,0,0,0,0,0,0,3,0.625
25-02-18 9:13:51 AM,1063,1499.8,44,0,0,0,0,0,0,3,0.65
25-02-18 9:13:52 AM,1063,1499.8,44,0,0,0,0,0,0,3,0.65
25-02-18 9:13:53 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:54 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:55 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:56 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:13:58 AM,139,202.5,44,0,                        -   ,                   -   ,                    -   ,0,0,0,0.625
25-02-18 9:13:59 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:15:42 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:15:47 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:15:57 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:14 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:18 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:22 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:26 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:16:27 AM,189.5,202.5,44,3,0,0,1,0,0,16,0.625
25-02-18 9:16:35 AM,139,202.5,44,0,0,0,1,0,0,0,0.625
25-02-18 9:16:40 AM,139,202.5,44,0,0,0,0,0,0,1,0.625
25-02-18 9:16:41 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:43 AM,164.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:48 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:55 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:16:56 AM,139,202.5,44,0,0,0,1,0,0,1,0.625
25-02-18 9:16:58 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:17:02 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:17:03 AM,177,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:17:24 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:17:31 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:17:44 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:17:48 AM,151.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:17:56 AM,139,202.5,44,0,0,0,1,0,0,16,0.625
25-02-18 9:18:03 AM,607.5,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:18:11 AM,139,202.5,44,8,0,0,1,0,0,1,0.625
25-02-18 9:18:18 AM,139,202.5,44,0,0,0,0,0,0,16,0.625
25-02-18 9:18:48 AM,139,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 9:19:13 AM,607.5,202.5,45,0,0,0,0,0,0,16,0.625
25-02-18 9:19:14 AM,139,202.5,45,3,0,0,1,0,0,1,0.625
25-02-18 9:19:15 AM,139,202.5,45,3,0,0,1,0,0,16,0.625
25-02-18 9:19:16 AM,139,202.5,45,0,0,0,0,0,0,1,0.625
25-02-18 9:19:17 AM,1063,2003.4,46,1,0,0,1,0,0,16,0.65
25-02-18 9:19:18 AM,1063,2003.4,46,0,0,0,0,0,0,16,0.65
25-02-18 9:19:19 AM,1063,2003.4,46,0,0,0,0,0,0,16,0.65
25-02-18 9:19:20 AM,139,202.5,46,0,0,0,0,0,0,16,0.625
25-02-18 9:19:21 AM,1063,2003.4,47,0,1,0,0,0,0,16,0.65
25-02-18 9:19:22 AM,1063,2003.4,47,10,4,0,0,0,0,16,0.65
25-02-18 9:19:23 AM,1063,2003.4,47,11,5,0,0,0,0,16,0.65
25-02-18 9:19:24 AM,923.5,2003.4,47,12,5,0,0,0,0,16,0.625
25-02-18 9:19:25 AM,923.5,2003.4,47,12,5,0,0,0,0,16,0.625
25-02-18 9:19:26 AM,759,1901.2,48,25,6,0,1,0,0,16,0.625
25-02-18 9:19:27 AM,784.5,1901.2,48,35,8,0,0,0,0,16,0.625
25-02-18 9:19:28 AM,835,1901.2,48,35,9,0,0,0,0,16,0.625
25-02-18 9:19:29 AM,835,1901.2,48,39,10,0,0,0,0,16,0.625
25-02-18 9:19:30 AM,835,1901.2,49,39,10,0,0,0,0,16,0.625
25-02-18 9:19:31 AM,835,1901.2,49,39,10,0,0,0,0,16,0.625
25-02-18 9:19:32 AM,835,1901.2,49,40,10,0,0,0,0,16,0.625
25-02-18 9:19:33 AM,835,1901.2,49,39,10,0,0,0,0,16,0.625
25-02-18 9:19:34 AM,835,1901.2,50,39,10,0,0,0,0,16,0.625
25-02-18 9:19:35 AM,1151.5,2003.4,50,43,17,0,0,0,0,16,0.662
25-02-18 9:19:36 AM,1227.5,2003.4,50,39,15,0,0,0,0,16,0.681
25-02-18 9:19:37 AM,1227.5,2003.4,51,39,15,0,0,0,0,16,0.681
25-02-18 9:19:38 AM,1227.5,2003.4,51,38,15,0,0,0,0,16,0.681
25-02-18 9:19:39 AM,1227.5,2003.4,51,37,15,0,0,0,0,16,0.681
25-02-18 9:19:40 AM,1227.5,2003.4,51,38,14,0,0,0,0,16,0.681
25-02-18 9:19:41 AM,1493,2003.4,51,46,9,0,20,0,0,16,0.781
25-02-18 9:19:42 AM,1493,2003.4,52,36,14,0,0,0,0,16,0.781
25-02-18 9:19:43 AM,1493,2003.4,52,37,14,0,0,0,0,16,0.781
25-02-18 9:19:44 AM,1569,2003.4,52,43,15,0,0,0,0,16,0.812
25-02-18 9:19:45 AM,1670.5,2003.4,53,44,15,0,0,0,0,0,0.875
25-02-18 9:19:46 AM,1670.5,2003.4,54,47,18,0,0,0,0,0,0.875
25-02-18 9:19:47 AM,1670.5,2003.4,54,47,18,0,0,0,0,0,0.875
25-02-18 9:19:48 AM,1670.5,2003.4,54,37,19,0,0,0,0,0,0.875
25-02-18 9:19:49 AM,1670.5,2003.4,54,44,20,0,0,0,0,0,0.875
25-02-18 9:19:50 AM,1670.5,2003.4,54,46,20,0,0,0,0,0,0.875
25-02-18 9:19:51 AM,1670.5,2003.4,55,45,21,0,0,0,0,0,0.875
25-02-18 9:19:52 AM,1670.5,2003.4,55,45,20,0,0,0,0,0,0.875
25-02-18 9:19:53 AM,1670.5,2003.4,55,46,21,0,0,0,0,0,0.875
25-02-18 9:19:54 AM,1670.5,2003.4,55,47,21,0,0,0,0,0,0.875
25-02-18 9:19:55 AM,1670.5,2003.4,55,46,22,0,0,0,0,0,0.875
25-02-18 9:19:56 AM,1670.5,2003.4,56,47,22,0,0,0,0,0,0.875
25-02-18 9:19:57 AM,1670.5,2003.4,55,3,2,0,0,0,0,0,0.875
25-02-18 9:19:58 AM,1632.5,2003.4,56,38,9,0,0,0,0,16,0.85
25-02-18 9:19:59 AM,1670.5,2003.4,57,66,14,0,0,0,0,0,0.875
25-02-18 9:20:00 AM,1657.5,2003.4,57,68,15,0,0,0,0,1,0.862
25-02-18 9:20:01 AM,1632.5,2003.4,57,73,16,0,0,0,0,1,0.862
25-02-18 9:20:02 AM,1607,2003.4,57,73,19,0,0,0,0,1,0.85
25-02-18 9:20:03 AM,1632.5,2003.4,57,73,19,0,0,0,0,16,0.85
25-02-18 9:20:04 AM,1670.5,2003.4,57,57,18,0,0,0,0,0,0.875
25-02-18 9:20:05 AM,1670.5,2003.4,57,58,18,0,0,0,0,0,0.875
25-02-18 9:20:06 AM,1670.5,2003.4,58,57,17,0,0,0,0,0,0.875
25-02-18 9:20:07 AM,1670.5,2003.4,58,58,18,0,0,0,0,0,0.875
25-02-18 9:20:08 AM,1670.5,2003.4,58,57,18,0,0,0,0,0,0.875
25-02-18 9:20:09 AM,1657.5,2003.4,58,53,21,0,0,0,0,1,0.862
25-02-18 9:20:10 AM,1670.5,2003.4,58,50,21,0,0,0,0,0,0.875
25-02-18 9:20:11 AM,1670.5,2003.4,58,39,18,0,0,0,0,0,0.875
25-02-18 9:20:12 AM,1670.5,2003.4,58,45,19,0,0,0,0,0,0.875
25-02-18 9:20:13 AM,1620,2003.4,59,70,20,0,0,0,0,16,0.843
25-02-18 9:20:14 AM,1657.5,2003.4,59,63,18,0,0,0,0,1,0.862
25-02-18 9:20:15 AM,1670.5,2003.4,59,63,18,0,0,0,0,0,0.875
25-02-18 9:20:16 AM,1670.5,2003.4,59,50,19,0,0,0,0,0,0.875
25-02-18 9:20:17 AM,1632.5,2003.4,59,72,22,0,0,0,0,16,0.85
25-02-18 9:20:18 AM,1556.5,2003.4,60,88,16,0,0,0,0,1,0.812
25-02-18 9:20:19 AM,1544,2003.4,60,100,18,0,1,0,0,16,0.8
25-02-18 9:20:20 AM,1657.5,2003.4,60,81,16,0,1,0,0,16,0.862
25-02-18 9:20:21 AM,1670.5,2003.4,60,73,15,0,1,0,0,0,0.875
25-02-18 9:20:22 AM,1657.5,2003.4,60,74,15,0,1,0,0,16,0.862
